sbj; age; sex; block; phase; trialnr; sound; press order; accumulated RT; press duration; key name
3; 14; ženski; ritem; eksperimenta; 3; R_MS2_tapping.wav; 6; 1372; 86; space
3; 14; ženski; ritem; eksperimenta; 3; R_MS2_tapping.wav; 7; 1648; 70; space
3; 14; ženski; ritem; eksperimenta; 3; R_MS2_tapping.wav; 8; 1926; 68; space
3; 14; ženski; ritem; eksperimenta; 3; R_MS2_tapping.wav; 9; 2208; 62; space
3; 14; ženski; ritem; eksperimenta; 3; R_MS2_tapping.wav; 10; 2450; 90; space
3; 14; ženski; ritem; eksperimenta; 3; R_MS2_tapping.wav; 11; 3016; 72; return
3; 14; ženski; tempo; vaja; 1; TE_exampleI_129bpm_tapping.wav; 1; 0; 46; space
3; 14; ženski; tempo; vaja; 1; TE_exampleI_129bpm_tapping.wav; 2; 326; 120; space
3; 14; ženski; tempo; vaja; 1; TE_exampleI_129bpm_tapping.wav; 3; 758; 108; space
3; 14; ženski; tempo; vaja; 1; TE_exampleI_129bpm_tapping.wav; 4; 1160; 106; space
3; 14; ženski; tempo; vaja; 1; TE_exampleI_129bpm_tapping.wav; 5; 1590; 112; space
3; 14; ženski; tempo; vaja; 1; TE_exampleI_129bpm_tapping.wav; 6; 1992; 112; space
3; 14; ženski; tempo; vaja; 1; TE_exampleI_129bpm_tapping.wav; 7; 2410; 102; space
3; 14; ženski; tempo; vaja; 1; TE_exampleI_129bpm_tapping.wav; 8; 2820; 120; space
3; 14; ženski; tempo; vaja; 1; TE_exampleI_129bpm_tapping.wav; 9; 3334; 64; return
3; 14; ženski; tempo; eksperiment; 1; TE_MS2_tapping.wav; 1; 0; 136; space
3; 14; ženski; tempo; eksperiment; 1; TE_MS2_tapping.wav; 2; 534; 154; space
3; 14; ženski; tempo; eksperiment; 1; TE_MS2_tapping.wav; 3; 1140; 172; space
3; 14; ženski; tempo; eksperiment; 1; TE_MS2_tapping.wav; 4; 1754; 178; space
3; 14; ženski; tempo; eksperiment; 1; TE_MS2_tapping.wav; 5; 2364; 202; space
3; 14; ženski; tempo; eksperiment; 1; TE_MS2_tapping.wav; 6; 2962; 196; space
3; 14; ženski; tempo; eksperiment; 1; TE_MS2_tapping.wav; 7; 3582; 198; space
3; 14; ženski; tempo; eksperiment; 1; TE_MS2_tapping.wav; 8; 4176; 170; space
3; 14; ženski; tempo; eksperiment; 1; TE_MS2_tapping.wav; 9; 4950; 74; return
3; 14; ženski; tempo; eksperiment; 2; TE_E1_tapping.wav; 1; 0; 124; space
3; 14; ženski; tempo; eksperiment; 2; TE_E1_tapping.wav; 2; 476; 156; space
3; 14; ženski; tempo; eksperiment; 2; TE_E1_tapping.wav; 3; 992; 158; space
3; 14; ženski; tempo; eksperiment; 2; TE_E1_tapping.wav; 4; 1514; 192; space
3; 14; ženski; tempo; eksperiment; 2; TE_E1_tapping.wav; 5; 2054; 158; space
3; 14; ženski; tempo; eksperiment; 2; TE_E1_tapping.wav; 6; 2590; 144; space
3; 14; ženski; tempo; eksperiment; 2; TE_E1_tapping.wav; 7; 3140; 154; space
3; 14; ženski; tempo; eksperiment; 2; TE_E1_tapping.wav; 8; 3682; 152; space
3; 14; ženski; tempo; eksperiment; 2; TE_E1_tapping.wav; 9; 4340; 82; return
3; 14; ženski; tempo; eksperiment; 3; TE_CS2_tapping.wav; 1; 0; 64; space
3; 14; ženski; tempo; eksperiment; 3; TE_CS2_tapping.wav; 2; 442; 114; space
3; 14; ženski; tempo; eksperiment; 3; TE_CS2_tapping.wav; 3; 980; 92; space
3; 14; ženski; tempo; eksperiment; 3; TE_CS2_tapping.wav; 4; 1506; 110; space
3; 14; ženski; tempo; eksperiment; 3; TE_CS2_tapping.wav; 5; 2080; 90; space
3; 14; ženski; tempo; eksperiment; 3; TE_CS2_tapping.wav; 6; 2614; 114; space
3; 14; ženski; tempo; eksperiment; 3; TE_CS2_tapping.wav; 7; 3174; 116; space
3; 14; ženski; tempo; eksperiment; 3; TE_CS2_tapping.wav; 8; 3730; 106; space
3; 14; ženski; tempo; eksperiment; 3; TE_CS2_tapping.wav; 9; 4302; 66; return
